"","X","Characteristic","Electricity","Sourceofdrinkingwater","Timetowatersource","Sanitationfacility","Flooring","Personspersleepingroom"
"3026",3071,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3027",3072,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"3028",3073,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"3029",3074,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"3030",3075,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"3031",3076,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"3032",3077,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","3-4"
"3033",3078,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"3034",3079,"Rural","Yes","Spring","Less than 15 minutes","Own flush toilet","Rough wood/bamboo","1-2"
"3035",3080,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"3036",3081,"Rural","No","Public well","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"3037",3082,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"3038",3083,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"3039",3084,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3040",3085,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"3041",3086,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"3042",3087,"Rural","Yes","Spring","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"3043",3088,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"3044",3089,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"3045",3090,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"3046",3091,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"3047",3092,"Rural","No","Well in residence","More than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3048",3093,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"3049",3094,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"3050",3095,"Rural","No","River.stream","Less than 15 minutes","No facility bush","Finished floor","5-6"
"3051",3096,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3052",3097,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","3-4"
"3053",3098,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"3054",3099,"Rural","No","River.stream","Less than 15 minutes","Own flush toilet","Finished floor","7+"
"3055",3100,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"3056",3101,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"3057",3102,"Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","7+"
"3058",3103,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","5-6"
"3059",3104,"Rural","No","Rain water","Less than 15 minutes","No facility bush","Earth sand","1-2"
"3060",3105,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"3061",3106,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","5-6"
"3062",3107,"Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3063",3108,"Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"3064",3109,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"3065",3110,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"3066",3111,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"3067",3112,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"3068",3113,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3069",3114,"Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"3070",3115,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"3071",3116,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3072",3117,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"3073",3118,"Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Earth sand","1-2"
"3074",3119,"Rural","No","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"3075",3120,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"3076",3121,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3077",3122,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3078",3123,"Rural","No","Public well","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"3079",3124,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3080",3125,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"3081",3126,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"3082",3127,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"3083",3128,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3084",3129,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","7+"
"3085",3130,"Rural","No","Spring","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"3086",3131,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3087",3132,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"3088",3133,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3089",3134,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"3090",3135,"Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"3091",3136,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"3092",3137,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3093",3138,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"3094",3139,"Rural","Yes","Rain water","More than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"3095",3140,"Rural","Yes","River.stream","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"3096",3141,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","5-6"
"3097",3142,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"3098",3143,"Rural","Yes","River.stream","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","5-6"
"3099",3144,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"3100",3145,"Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"3101",3146,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"3102",3147,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"3103",3148,"Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"3104",3149,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"3105",3150,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"3106",3152,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"3107",3153,"Rural","No","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"3108",3154,"Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3109",3155,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"3110",3156,"Rural","Yes","Rain water","More than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3111",3157,"Rural","Yes","Well in residence","More than 15 minutes","No facility bush","Finished floor","3-4"
"3112",3158,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3113",3159,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"3114",3160,"Rural","No","Public well","More than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"3115",3161,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3116",3162,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Earth sand","3-4"
"3117",3163,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"3118",3164,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3119",3165,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","5-6"
"3120",3166,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3121",3167,"Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"3122",3168,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"3123",3169,"Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"3124",3170,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3125",3171,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","7+"
"3126",3172,"Rural","No","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"3127",3173,"Rural","No","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","5-6"
"3128",3174,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","3-4"
"3129",3175,"Rural","Yes","Tanker truck","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3130",3176,"Rural","Yes","Tanker truck","Less than 15 minutes","No facility bush","Finished floor","1-2"
"3131",3177,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3132",3178,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3133",3179,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"3134",3180,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3135",3181,"Rural","Yes","Piped into residence","More than 15 minutes","No facility bush","Finished floor","5-6"
"3136",3182,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"3137",3183,"Rural","Yes","Public well","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"3138",3184,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3139",3185,"Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"3140",3186,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","7+"
"3141",3187,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"3142",3188,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","5-6"
"3143",3189,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"3144",3190,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"3145",3191,"Rural","No","Rain water","More than 15 minutes","Traditional pit toilet","Earth sand","7+"
"3146",3192,"Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"3147",3193,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"3148",3194,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3149",3195,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3150",3196,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"3151",3197,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3152",3198,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3153",3199,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"3154",3200,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"3155",3201,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"3156",3202,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"3157",3203,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3158",3204,"Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"3159",3205,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"3160",3206,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","7+"
"3161",3207,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","5-6"
"3162",3208,"Rural","Yes","Pond.lake","More than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"3163",3209,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","5-6"
"3164",3210,"Rural","Yes","Public well","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
