"","Characteristic","Electricity","Sourceofdrinkingwater","Timetowatersource","Sanitationfacility","Flooring","Personspersleepingroom"
"4539","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"4540","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4541","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4542","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"4543","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"4544","Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"4545","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"4546","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"4547","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"4548","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"4549","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"4550","Rural","No","Spring","More than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4551","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"4552","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4553","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","Dont know/missing"
"4554","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4555","Rural","No","River.stream","Less than 15 minutes","No facility bush","Finished floor","3-4"
"4556","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"4557","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4558","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4559","Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4560","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","7+"
"4561","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"4562","Rural","Yes","Well in residence","More than 15 minutes","No facility bush","Earth sand","3-4"
"4563","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"4564","Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Rough wood/bamboo","3-4"
"4565","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"4566","Rural","Yes","Public well","Less than 15 minutes","No facility bush","Earth sand","3-4"
"4567","Rural","Yes","Spring","Less than 15 minutes","No facility bush","Earth sand","3-4"
"4568","Rural","Yes","Pond.lake","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4569","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4570","Rural","No","Piped into residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"4571","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"4572","Rural","Yes","Public well","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"4573","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"4574","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4575","Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"4576","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"4577","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4578","Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","3-4"
"4579","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"4580","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"4581","Rural","Yes","Rain water","More than 15 minutes","No facility bush","Finished floor","5-6"
"4582","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"4583","Rural","Yes","Piped into residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","3-4"
"4584","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"4585","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4586","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"4587","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4588","Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4589","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"4590","Rural","No","Public well","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"4591","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"4592","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"4593","Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","3-4"
"4594","Rural","Yes","River.stream","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"4595","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4596","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"4597","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"4598","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4599","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","3-4"
"4600","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"4601","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4602","Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"4603","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","7+"
"4604","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"4605","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Rough wood/bamboo","3-4"
"4606","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","Dont know/missing"
"4607","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","3-4"
"4608","Rural","No","Well in residence","More than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4609","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4610","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4611","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"4612","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4613","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"4614","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4615","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"4616","Rural","No","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4617","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"4618","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"4619","Rural","No","Public well","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","5-6"
"4620","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4621","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"4622","Rural","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","5-6"
"4623","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4624","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"4625","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4626","Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"4627","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","Dont know/missing"
"4628","Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4629","Rural","Yes","River.stream","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"4630","Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","3-4"
"4631","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"4632","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"4633","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4634","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"4635","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"4636","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"4637","Rural","No","Rain water","More than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"4638","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"4639","Rural","Yes","Spring","More than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"4640","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4641","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","1-2"
"4642","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","5-6"
"4643","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4644","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","5-6"
"4645","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","5-6"
"4646","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"4647","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4648","Rural","Yes","River.stream","More than 15 minutes","No facility bush","Earth sand","7+"
"4649","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4650","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"4651","Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Earth sand","3-4"
"4652","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Rough wood/bamboo","1-2"
"4653","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4654","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"4655","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"4656","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4657","Rural","Yes","Spring","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","5-6"
"4658","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"4659","Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"4660","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"4661","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"4662","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"4663","Rural","No","Piped into residence","Less than 15 minutes","No facility bush","Earth sand","5-6"
"4664","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"4665","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"4666","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"4667","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4668","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"4669","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"4670","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","3-4"
"4671","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"4672","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
